"","기업명","본사주소","직원수","2020년매출액(천원)","입사율(연간 입사자)","퇴사율(연간 퇴사자"
"4422","디지털존","서울 구로구 디지털로33길 55, 1001호","70명 이상 ~ 100명 미만","11,310,265","50.00 % (5 명)","50.00 % (5 명)"
"4423","링크프라이스","서울 금천구 가산디지털1로 171, 1112호","200명 이상 ~ 400명 미만","31,708,665","59.34 % (197 명)","73.19 % (243 명)"
"4424","망고플레이트","서울 강남구 봉은사로 479, 11층","-",NA,"0.00 % (0 명)","0.00 % (0 명)"
"4425","바리엔유","서울 강남구 도산대로1길 73, 3층","1명 이상 ~ 20명 미만","50억원 ~ 100억원","0.00 % (0 명)","25.00 % (2 명)"
"4426","비엔알아이","서울 서초구 서운로 13, 203호,204호,206호,208호","1명 이상 ~ 20명 미만",NA,"60.00 % (6 명)","80.00 % (8 명)"
"4427","삼기오토모티브","경기 평택시 포승읍 평택항로268번길 147",NA,NA,NA,NA
"4428","아이앤씨테크놀로지","경기 성남시 분당구 판교로255번길 24","70명 이상 ~ 100명 미만","21,521,067","12.75 % (13 명)","21.57 % (22 명)"
"4429","아주디자인그룹","경기 수원시 영통구 산남로22번길 31, 1층","70명 이상 ~ 100명 미만","65,877,117","98.06 % (152 명)","64.52 % (100 명)"
"4430","애드캡슐소프트","서울 서초구 동광로12길 84, 4층","100명 이상 ~ 200명 미만","17,014,791","27.13 % (51 명)","36.17 % (68 명)"
"4431","에스디시스템","경기 성남시 중원구 갈마치로244번길 31, 613호,614호,615호,616호,617호,618호,619호","40명 이상 ~ 70명 미만","22,756,801","72.86 % (51 명)","84.29 % (59 명)"
"4432","에이블루","경기 군포시 봉성로 56","100명 이상 ~ 200명 미만","110,370,819","107.50 % (86 명)","77.50 % (62 명)"
"4433","엠디마케팅","서울 서초구 사평대로58길 6, 2층 205호","20명 이상 ~ 40명 미만",NA,"65.00 % (26 명)","60.00 % (24 명)"
"4434","엠투에스","경기 고양시 일산서구 중앙로 1496, 1104동 504호",NA,NA,NA,NA
"4435","제이콘텐트리","서울 강남구 도산대로 156","700명 이상 ~ 1000명 미만","28,670,268","3180.00 % (159 명)","580.00 % (29 명)"
"4436","초록마을","서울 동대문구 천호대로 263","400명 이상 ~ 700명 미만","192,714,179","249.38 % (404 명)","64.81 % (105 명)"
"4437","펨트론","서울 금천구 가산디지털1로 219, 1406호","100명 이상 ~ 200명 미만","43,560,148","19.65 % (34 명)","15.03 % (26 명)"
"4438","포잉","서울 성동구 아차산로 68, 11층","1명 이상 ~ 20명 미만","10억원 ~ 50억원","10.34 % (3 명)","106.90 % (31 명)"
"4439","네슈라화장품","경기 성남시 분당구 야탑로81번길 10, 703호","-",NA,"0.00 % (0 명)","0.00 % (0 명)"
"4440","다산네트웍스","경기 성남시 분당구 대왕판교로644번길 49, 10층","20명 이상 ~ 40명 미만","31,679,533","34.21 % (13 명)","36.84 % (14 명)"
"4441","다슈코리아","인천 서구 검단로326번길 35-43","20명 이상 ~ 40명 미만",NA,"48.28 % (14 명)","37.93 % (11 명)"
"4442","더맨","서울 종로구 인사동5길 29, 12층","1,000명 이상","52,325,383","114.92 % (1271 명)","110.22 % (1219 명)"
"4443","더북컴퍼니","서울 강남구 봉은사로 226","70명 이상 ~ 100명 미만","26,750,229","30.30 % (30 명)","39.39 % (39 명)"
"4444","두양건축","서울 강남구 역삼로37길 15","100명 이상 ~ 200명 미만","123,724,190","197.89 % (376 명)","213.68 % (406 명)"
"4445","렉스젠","경기 안양시 동안구 시민대로 401, 1007호, 1008호","100명 이상 ~ 200명 미만","60,568,915","69.72 % (76 명)","71.56 % (78 명)"
"4446","롯데푸드","서울 영등포구 양평로19길 19","1,000명 이상","1,522,367,177","36.66 % (745 명)","25.84 % (525 명)"
"4447","리파인","서울 강남구 테헤란로 625, 4층","200명 이상 ~ 400명 미만","54,163,513","34.16 % (69 명)","25.25 % (51 명)"
"4448","모노링크","서울 송파구 삼전로2길 51","-",NA,"0.00 % (0 명)","0.00 % (0 명)"
"4449","삼광","경북 경산시 진량읍 공단4로 40","100명 이상 ~ 200명 미만","97,516,624","69.23 % (81 명)","41.88 % (49 명)"
"4450","삼표","서울 종로구 종로1길 42, 15층","100명 이상 ~ 200명 미만","229,587,876","19.91 % (43 명)","31.48 % (68 명)"
"4451","성도이엔지","서울 강남구 영동대로106길 42","400명 이상 ~ 700명 미만","339,389,862","157.65 % (1206 명)","96.99 % (742 명)"
"4452","세이브존","경기 고양시 덕양구 화정로 52, 지하2층","70명 이상 ~ 100명 미만","45,215,638","84.85 % (56 명)","65.15 % (43 명)"
"4453","신한중공업","울산 울주군 온산읍 우봉강양로 35","100명 이상 ~ 200명 미만","103,140,249","14.79 % (25 명)","12.43 % (21 명)"
"4454","썬스타","부산 부산진구 서면문화로 27, 1809호","-",NA,"0.00 % (0 명)","0.00 % (0 명)"
"4455","아이티메이트","서울 중구 삼일대로2길 70","100명 이상 ~ 200명 미만","14,686,233","26.92 % (42 명)","33.97 % (53 명)"
"4456","엘아이지자동차손해사정",NA,NA,NA,NA,NA
"4457","엘티메탈","인천 서구 가재울로 14","200명 이상 ~ 400명 미만","762,420,404","12.60 % (46 명)","8.22 % (30 명)"
"4458","엠게임","서울 금천구 가산디지털1로 145","100명 이상 ~ 200명 미만","42,215,823","12.73 % (14 명)","8.18 % (9 명)"
"4459","예지솔루션",NA,NA,NA,NA,NA
"4460","오뚜기","경기 안양시 동안구 흥안대로 405","1,000명 이상","2,305,213,296","15.11 % (437 명)","10.10 % (292 명)"
"4461","와이비엠에듀","서울 종로구 종로 104","700명 이상 ~ 1000명 미만","57,876,440","44.27 % (421 명)","44.06 % (419 명)"
"4462","우성사료","대전 대덕구 한밭대로 1027","200명 이상 ~ 400명 미만",NA,"- % (258 명)","- % (15 명)"
"4463","인포마스터","서울 영등포구 선유로49길 23, 812호","-",NA,"0.00 % (0 명)","0.00 % (0 명)"
"4464","제주문화예술단",NA,NA,NA,NA,NA
"4465","카티스","경기 안양시 만안구 덕천로48번길 28","40명 이상 ~ 70명 미만","13,588,773","26.47 % (18 명)","27.94 % (19 명)"
"4466","크로바하이텍","경기 안성시 공도읍 신두만곡로 134","40명 이상 ~ 70명 미만","23,789,691","0.00 % (0 명)","0.00 % (0 명)"
"4467","티시스","서울 중구 동호로 310, 별관 8층","1,000명 이상","366,911,755","20.15 % (27 명)","21.64 % (29 명)"
"4468","파트론","경기 화성시 삼성1로2길 22","400명 이상 ~ 700명 미만","1,116,901,828","23.71 % (110 명)","10.99 % (51 명)"
"4469","평화방송",NA,NA,NA,NA,NA
"4470","헨켈홈케어코리아","서울 강남구 테헤란로 412","100명 이상 ~ 200명 미만","196,844,531","23.57 % (37 명)","22.93 % (36 명)"
"4471","화신테크","대구 달성군 유가읍 테크노중앙대로 1","1명 이상 ~ 20명 미만","3,739,069","13.04 % (3 명)","86.96 % (20 명)"
"4472","()에프아이티아이시험연구원","서울 강서구 마곡중앙8로3길 79","400명 이상 ~ 700명 미만","500억원 ~ 1000억원","30.32 % (188 명)","21.29 % (132 명)"
"4473","골든민커뮤니케이션","서울 종로구 종로5길 58, 11층","20명 이상 ~ 40명 미만","100억원 ~ 500억원","12.50 % (3 명)","25.00 % (6 명)"
"4474","네오리진","서울 강남구 학동로 155, 3층,4층","40명 이상 ~ 70명 미만","9,473,210","25.00 % (12 명)","18.75 % (9 명)"
"4475","네오플러스","서울 구로구 디지털로 306, 1101호","100명 이상 ~ 200명 미만","100억원 ~ 500억원","31.91 % (30 명)","13.83 % (13 명)"
"4476","대영오앤이","충남 천안시 동남구 성남면 세성로 96","40명 이상 ~ 70명 미만","72,488,089","50.00 % (26 명)","57.69 % (30 명)"
"4477","마더브레인","서울 서초구 서초대로77길 54, 15층,16층","100명 이상 ~ 200명 미만","13,425,590","26.83 % (33 명)","34.15 % (42 명)"
"4478","매경닷컴","서울 중구 퇴계로 190","100명 이상 ~ 200명 미만","21,516,893","65.00 % (78 명)","67.50 % (81 명)"
"4479","미루시스템즈","경기 성남시 분당구 판교로228번길 15, 2동 401호","40명 이상 ~ 70명 미만","39,293,834","16.67 % (11 명)","19.70 % (13 명)"
"4480","바이오넷","서울 구로구 디지털로31길 61, 5층","70명 이상 ~ 100명 미만","20,048,502","33.33 % (30 명)","38.89 % (35 명)"
"4481","발렉스특수물류","서울 영등포구 의사당대로 83, 12층","400명 이상 ~ 700명 미만","39,457,429","53.86 % (293 명)","57.90 % (315 명)"
"4482","시큐브","서울 구로구 디지털로26길 111, 801.802.803호","40명 이상 ~ 70명 미만","14,714,020","19.44 % (14 명)","26.39 % (19 명)"
"4483","신테카바이오","대전 유성구 테크노2로 187, B동 512호","40명 이상 ~ 70명 미만","609,677","25.40 % (16 명)","42.86 % (27 명)"
"4484","실론","경기 양주시 남면 휴암로284번길 403-122","70명 이상 ~ 100명 미만","27,570,889","26.39 % (19 명)","19.44 % (14 명)"
"4485","애니게이트","서울 용산구 서빙고로 17, 604호-608호","20명 이상 ~ 40명 미만","10억원 ~ 50억원","7.41 % (2 명)","29.63 % (8 명)"
"4486","에이쓰리시큐리티","서울 영등포구 당산로 171, 7층 702호","40명 이상 ~ 70명 미만","50억원 ~ 100억원","32.20 % (19 명)","35.59 % (21 명)"
"4487","에이치비테크놀러지","충남 아산시 음봉면 산동로 87","400명 이상 ~ 700명 미만","243,262,950","41.01 % (146 명)","20.22 % (72 명)"
"4488","연우","인천 서구 가좌로84번길 13","1,000명 이상","245,653,008","17.43 % (241 명)","20.61 % (285 명)"
"4489","오픈소스컨설팅","서울 강남구 테헤란로83길 32, 5층","40명 이상 ~ 70명 미만",NA,"30.65 % (19 명)","20.97 % (13 명)"
"4490","이지팜","광주 북구 면앙로133번길 3, 2층",NA,NA,NA,NA
"4491","제노스","경기 수원시 영통구 광교로 105, 1층","100명 이상 ~ 200명 미만","27,795,686","42.42 % (70 명)","35.76 % (59 명)"
"4492","지엘컴","서울 마포구 홍익로5안길 36, 4층","40명 이상 ~ 70명 미만","10억원 ~ 50억원","185.71 % (65 명)","120.00 % (42 명)"
"4493","카버코리아","서울 마포구 토정로31길 81","200명 이상 ~ 400명 미만","464,356,153","16.73 % (42 명)","21.91 % (55 명)"
"4494","켐토피아","서울 구로구 디지털로33길 48","100명 이상 ~ 200명 미만","17,841,661","63.83 % (60 명)","42.55 % (40 명)"
"4495","코리아써키트","경기 안산시 단원구 강촌로139번길 9","700명 이상 ~ 1000명 미만","562,976,672","59.78 % (486 명)","44.53 % (362 명)"
"4496","테라젠바이오","경기 성남시 분당구 대왕판교로 700, C동 4층","100명 이상 ~ 200명 미만","9,331,797","62.83 % (71 명)","46.02 % (52 명)"
"4497","한국코퍼레이션","서울 중구 소월로2길 30","1,000명 이상","110,690,814","48.53 % (1155 명)","84.12 % (2002 명)"
"4498","강림중공업","경남 창원시 성산구 연덕로 76","200명 이상 ~ 400명 미만","169,944,448","33.49 % (70 명)","30.14 % (63 명)"
"4499","금강오길비","서울 강남구 삼성로 507","40명 이상 ~ 70명 미만",NA,"93.33 % (28 명)","66.67 % (20 명)"
"4500","나눔로또","서울 영등포구 국제금융로 24, 14층","1명 이상 ~ 20명 미만",NA,"0.00 % (1 명)","0.00 % (0 명)"
"4501","대모엔지니어링","경기 시흥시 엠티브이26로58번길 56","100명 이상 ~ 200명 미만","38,385,964","10.09 % (11 명)","18.35 % (20 명)"
"4502","덕산","경기 광주시 오포읍 오포안로 76","40명 이상 ~ 70명 미만","46,037,168","18.75 % (18 명)","15.63 % (15 명)"
"4503","디케이에스에이치코리아","서울 서초구 효령로 267, 3층","200명 이상 ~ 400명 미만","164,286,040","21.26 % (54 명)","35.83 % (91 명)"
"4504","머큐리포스트",NA,NA,NA,NA,NA
"4505","범양건영","부산 동구 초량중로 114, 105동 비102호,비104호","100명 이상 ~ 200명 미만","149,130,151","27.40 % (40 명)","30.82 % (45 명)"
"4506","벽산엔지니어링","경기 성남시 분당구 벌말로50번길 41",NA,"227,340,641",NA,NA
"4507","비엠티","경남 양산시 산막공단남11길 35","200명 이상 ~ 400명 미만","88,157,117","42.05 % (119 명)","29.68 % (84 명)"
"4508","비타에듀",NA,NA,NA,NA,NA
"4509","산일전기","경기 안산시 단원구 시화벤처로 481","100명 이상 ~ 200명 미만","64,273,913","25.26 % (49 명)","28.35 % (55 명)"
"4510","새마을운동중앙회(사)",NA,NA,NA,NA,NA
"4511","서울시니어스타워","서울 강서구 화곡로68길 102","200명 이상 ~ 400명 미만","30,204,796","37.69 % (121 명)","38.94 % (125 명)"
"4512","성우테크론","경남 창원시 성산구 창원대로1144번길 55","200명 이상 ~ 400명 미만","36,620,339","43.15 % (104 명)","34.44 % (83 명)"
"4513","스마트비전","경기 하남시 조정대로 150, 845호","200명 이상 ~ 400명 미만","25,088,443","15.00 % (36 명)","21.67 % (52 명)"
"4514","신독엔지니어링",NA,NA,NA,NA,NA
"4515","씨케이코퍼레이션즈","서울 강남구 학동로 107, 5층","100명 이상 ~ 200명 미만","40,941,073","46.51 % (60 명)","38.76 % (50 명)"
"4516","아미코젠","경남 진주시 문산읍 월아산로950번길 14-10","200명 이상 ~ 400명 미만","33,982,592","35.20 % (69 명)","26.02 % (51 명)"
"4517","아진산업","경북 경산시 진량읍 공단8로26길 40","400명 이상 ~ 700명 미만","263,540,910","12.06 % (75 명)","14.63 % (91 명)"
"4518","애찌피플","서울 서초구 서초대로 397, 제5, 6층 506호","-","~ 5억원 이하","0.00 % (0 명)","0.00 % (0 명)"
"4519","에스엠엔터테인먼트","서울 성동구 왕십리로 83-21, 디타워동","400명 이상 ~ 700명 미만","302,601,884","28.87 % (140 명)","25.57 % (124 명)"
"4520","에스지에이","서울 송파구 정의로8길 4, 1004호","100명 이상 ~ 200명 미만","37,878,216","52.69 % (88 명)","46.11 % (77 명)"
"4521","에이치알에스","경기 평택시 팽성읍 추팔산단2길 7","100명 이상 ~ 200명 미만","64,996,452","26.17 % (28 명)","11.21 % (12 명)"
"4522","엔미디어플랫폼","경기 성남시 분당구 판교로256번길 25, 지비2 비동 3층","70명 이상 ~ 100명 미만","13,400,278","14.71 % (15 명)","14.71 % (15 명)"
"4523","오비에스경인티브이","경기 부천시 오정로 233","100명 이상 ~ 200명 미만","29,635,452","8.75 % (14 명)","5.00 % (8 명)"
"4524","오피엠에스","서울 강남구 역삼로 555, 101-1호","1명 이상 ~ 20명 미만",NA,"100.00 % (6 명)","50.00 % (3 명)"
"4525","올리패스","경기 용인시 기흥구 동백중앙로16번길 16-4, 20층","70명 이상 ~ 100명 미만","269,816","15.56 % (14 명)","24.44 % (22 명)"
"4526","유니베라","서울 성동구 아차산로 78","70명 이상 ~ 100명 미만","47,319,803","18.37 % (18 명)","29.59 % (29 명)"
"4527","유아이엘","경기 파주시 광탄면 보광로 869-26","200명 이상 ~ 400명 미만","50,002,764","50.72 % (106 명)","41.63 % (87 명)"
"4528","제우미디어","서울 마포구 독막로 76-1","20명 이상 ~ 40명 미만","10억원 ~ 50억원","46.15 % (12 명)","57.69 % (15 명)"
"4529","코츠테크놀로지","경기 성남시 분당구 판교로 744, C동 702호","100명 이상 ~ 200명 미만",NA,"28.00 % (35 명)","20.80 % (26 명)"
"4530","킹스맨","서울 광진구 동일로 350, 4층","40명 이상 ~ 70명 미만","15,444,119","57.50 % (23 명)","102.50 % (41 명)"
"4531","테라로사커피","서울 강남구 도산대로 427, 1층",NA,NA,NA,NA
"4532","토피아정보기술","서울 금천구 가산디지털1로 219, 1101호","20명 이상 ~ 40명 미만","10억원 ~ 50억원","86.36 % (19 명)","68.18 % (15 명)"
"4533","투어팁스","서울 종로구 삼봉로 94","-",NA,"0.00 % (0 명)","0.00 % (0 명)"
"4534","판알피나코리아","서울 종로구 효자로 23","-",NA,"0.00 % (0 명)","0.00 % (0 명)"
"4535","한국상하수도협회","서울 영등포구 대림로 244","70명 이상 ~ 100명 미만","100억원 ~ 500억원","36.99 % (27 명)","31.51 % (23 명)"
"4536","한국전화번호부","서울 마포구 월드컵북로 402, 10층 1026호","20명 이상 ~ 40명 미만","10억원 ~ 50억원","7.32 % (3 명)","21.95 % (9 명)"
"4537","게티이미지코리아","서울 마포구 독막로 311, 12층","70명 이상 ~ 100명 미만","100억원 ~ 500억원","42.22 % (38 명)","58.89 % (53 명)"
"4538","나래나노텍","경기 용인시 처인구 이동읍 백옥대로 250","200명 이상 ~ 400명 미만","82,804,670","35.23 % (93 명)","34.09 % (90 명)"
"4539","더메인즈","서울 강남구 학동로33길 24, 1층","1명 이상 ~ 20명 미만",NA,"0.00 % (0 명)","85.71 % (6 명)"
"4540","더크림유니언",NA,NA,NA,NA,NA
"4541","배상면주가","경기 포천시 화현면 화동로432번길 25","100명 이상 ~ 200명 미만","20,288,013","32.08 % (34 명)","34.91 % (37 명)"
"4542","빅텍","경기 이천시 마장면 덕이로 180-31","100명 이상 ~ 200명 미만","67,286,854","8.12 % (16 명)","9.64 % (19 명)"
"4543","씨티씨바이오","서울 송파구 중대로 296, 6층","200명 이상 ~ 400명 미만","98,624,269","33.33 % (68 명)","25.98 % (53 명)"
"4544","아이올리","충남 아산시 음봉면 삼거리 208번지",NA,NA,NA,NA
