"","기업명","산업군","평점","모집내용","직군","지원자격","근무조건.근무지역","마감일.등록일","본사주소","직원수","X2020년매출액.천원.","입사율.연간.입사자.","퇴사율.연간.퇴사자"
"142","대한지방행정공제회","은행/금융업",3.9,NA,NA,NA,NA,NA,"서울 용산구 한강대로 140","100명 이상 ~ 200명 미만","5000억 이상 ~","11.68 % (16 명)","8.03 % (11 명)"
"143","서울특별시도시철도공사","유통/무역/운송",3.9,NA,NA,NA,NA,NA,"서울 성동구 천호대로 346",NA,NA,NA,NA
"144","수도권매립지관리공사","제조/화학",3.9,NA,NA,NA,NA,NA,"인천 서구 자원순환로 170","200명 이상 ~ 400명 미만","1000억원 ~ 5000억원","15.25 % (52 명)","16.42 % (56 명)"
"145","신용협동조합중앙회","은행/금융업",3.9,NA,NA,NA,NA,NA,"대전 서구 한밭대로 745","400명 이상 ~ 700명 미만",NA,"13.96 % (85 명)","16.75 % (102 명)"
"146","엠비아이솔루션","IT/웹/통신",3.9,"[해피톡] IT/B2B 솔루션 부분별 인재영입","백엔드/서버개발웹개발프론트엔드HTMLPHP 외","경력무관
학력무관","정규직
서울 마포구","입사지원
상시채용
","서울 마포구 삼개로 21, 제2별관 501호","40명 이상 ~ 70명 미만",NA,"53.70 % (29 명)","38.89 % (21 명)"
"147","한국마사회","서비스업",3.9,NA,NA,NA,NA,NA,"경기 과천시 경마공원대로 107","1,000명 이상","5000억 이상 ~","11.83 % (605 명)","20.84 % (1066 명)"
"148","한국전기연구원","제조/화학",3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","코그","IT/웹/통신",3.9,NA,NA,NA,NA,NA,"대구 중구 국채보상로 586, 14층","200명 이상 ~ 400명 미만","29,765,810","30.77 % (64 명)","25.00 % (52 명)"
"150","크레비스파트너스","IT/웹/통신",3.9,NA,NA,NA,NA,NA,"서울 성동구 왕십리로 88, 4층","70명 이상 ~ 100명 미만","100억원 ~ 500억원","58.33 % (42 명)","41.67 % (30 명)"
"151","플랜잇파트너스","IT/웹/통신",3.9,NA,NA,NA,NA,NA,"서울 강남구 테헤란로20길 20, 9층","40명 이상 ~ 70명 미만",NA,"51.02 % (25 명)","36.73 % (18 명)"
"152","사립학교교직원연금공단","은행/금융업",3.9,NA,NA,NA,NA,NA,"전남 나주시 문화로 245","20명 이상 ~ 40명 미만","5000억 이상 ~","256.25 % (82 명)","234.38 % (75 명)"
"153","서울신용보증재단","은행/금융업",3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","송원산업","제조/화학",3.9,NA,NA,NA,NA,NA,"울산 남구 장생포로 83","400명 이상 ~ 700명 미만","618,476,000","2.15 % (14 명)","4.60 % (30 명)"
"155","양키캔들리테일","유통/무역/운송",3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","한전KPS","건설업",3.9,NA,NA,NA,NA,NA,"전남 나주시 문화로 211","1,000명 이상","1,299,186,315","17.69 % (1126 명)","16.93 % (1078 명)"
"157","금호미쓰이화학","제조/화학",3.8,NA,NA,NA,NA,NA,"서울 중구 청계천로 100","200명 이상 ~ 400명 미만","742,857,789","25.00 % (49 명)","4.08 % (8 명)"
"158","에스에이피코리아","IT/웹/통신",3.8,NA,NA,NA,NA,NA,"서울 강남구 남부순환로 2806, 28층","400명 이상 ~ 700명 미만","418,380,869","22.93 % (94 명)","19.51 % (80 명)"
"159","더스윙","서비스업",3.8,NA,NA,NA,NA,NA,"서울 강남구 선릉로 577, 3층","40명 이상 ~ 70명 미만","10억원 ~ 50억원","231.03 % (67 명)","127.59 % (37 명)"
"160","스텍","제조/화학",3.8,NA,NA,NA,NA,NA,"서울 구로구 디지털로 243, 1801호","40명 이상 ~ 70명 미만","36,342,013","35.71 % (15 명)","38.10 % (16 명)"
"161","이랜서","IT/웹/통신",3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","테이블링","IT/웹/통신",3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","대학내일","미디어/디자인",3.8,NA,NA,NA,NA,NA,"서울 마포구 독막로 331","200명 이상 ~ 400명 미만","47,275,923","32.17 % (92 명)","17.48 % (50 명)"
"164","예스코","제조/화학",3.8,NA,NA,NA,NA,NA,"서울 성동구 자동차시장길 23","200명 이상 ~ 400명 미만","856,231,745","4.68 % (14 명)","4.35 % (13 명)"
"165","팀프레시","유통/무역/운송",3.8,NA,NA,NA,NA,NA,"서울 송파구 위례성대로12길 15-1, 2층","200명 이상 ~ 400명 미만","33,669,212","171.79 % (268 명)","85.26 % (133 명)"
"166","삼성전자로지텍","유통/무역/운송",3.8,NA,NA,NA,NA,NA,"경기 수원시 영통구 삼성로 129","400명 이상 ~ 700명 미만","1,492,854,184","86.04 % (530 명)","62.18 % (383 명)"
"167","제너럴바이오","제조/화학",3.8,NA,NA,NA,NA,NA,"전북 완주군 경천면 대둔산로 540-12","100명 이상 ~ 200명 미만","28,629,042","44.23 % (46 명)","19.23 % (20 명)"
"168","지에스칼텍스","제조/화학",3.8,NA,NA,NA,NA,NA,"서울 강남구 논현로 508","1,000명 이상","21,107,559,000","6.84 % (221 명)","6.41 % (207 명)"
"169","체험","미디어/디자인",3.8,NA,NA,NA,NA,NA,"서울 마포구 월드컵로 36, 2층","1명 이상 ~ 20명 미만","100억원 ~ 500억원","175.00 % (98 명)","228.57 % (128 명)"
"170","에스케이에너지","제조/화학",3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","텍사스인스트루먼트코리아","유통/무역/운송",3.8,NA,NA,NA,NA,NA,"서울 강남구 영동대로 511","100명 이상 ~ 200명 미만","725,730,239","22.31 % (27 명)","20.66 % (25 명)"
"172","한국지케이엔","제조/화학",3.8,NA,NA,NA,NA,NA,"충남 천안시 서북구 3공단2로 53","1명 이상 ~ 20명 미만","10억원 ~ 50억원","0.00 % (0 명)","60.00 % (3 명)"
"173","한국철강","제조/화학",3.8,NA,NA,NA,NA,NA,"경남 창원시 성산구 공단로103번길 12","200명 이상 ~ 400명 미만","633,382,164","0.52 % (2 명)","6.48 % (25 명)"
"174","카카오","IT/웹/통신",3.8,NA,NA,NA,NA,NA,"제주 제주시 첨단로 242","1,000명 이상","1,779,194,942","55.93 % (1556 명)","32.75 % (911 명)"
"175","카카오페이","은행/금융업",3.8,NA,NA,NA,NA,NA,"경기 성남시 분당구 판교역로 152, 12층","700명 이상 ~ 1000명 미만","245,556,235","56.21 % (389 명)","21.53 % (149 명)"
"176","페렌벨","제조/화학",3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","필웨이","유통/무역/운송",3.8,NA,NA,NA,NA,NA,"서울 마포구 독막로2길 37","40명 이상 ~ 70명 미만","14,783,081","60.71 % (34 명)","71.43 % (40 명)"
"178","도쿄일렉트론코리아","제조/화학",3.8,NA,NA,NA,NA,NA,"경기 화성시 장안면 장안공단6길 51","1,000명 이상","952,173,011","22.20 % (297 명)","11.66 % (156 명)"
"179","서울메트로","유통/무역/운송",3.8,NA,NA,NA,NA,NA,"서울 용산구 한강대로 지하 306, 서울메트로숙대입구역",NA,NA,NA,NA
"180","에이에스엠엘코리아","제조/화학",3.8,NA,NA,NA,NA,NA,"경기 화성시 삼성1로5길 25","1,000명 이상","234,061,790","33.55 % (464 명)","12.44 % (172 명)"
"181","인천항만공사","건설업",3.8,NA,NA,NA,NA,NA,"인천 연수구 센트럴로 263","200명 이상 ~ 400명 미만","1000억원 ~ 5000억원","23.88 % (64 명)","26.87 % (72 명)"
"182","중소기업은행","은행/금융업",3.8,NA,NA,NA,NA,NA,"서울 중구 을지로 79","1,000명 이상",NA,"12.55 % (1640 명)","14.28 % (1866 명)"
"183","코닝정밀소재","유통/무역/운송",3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","한국다이이찌산쿄","의료/제약/복지",3.8,NA,NA,NA,NA,NA,"서울 중구 을지로5길 26, 15층","200명 이상 ~ 400명 미만","190,495,188","14.22 % (30 명)","13.27 % (28 명)"
"185","코스콤","IT/웹/통신",3.8,NA,NA,NA,NA,NA,"서울 영등포구 여의나루로4길 21","700명 이상 ~ 1000명 미만","310,381,439","8.88 % (68 명)","6.14 % (47 명)"
"186","농협사료","제조/화학",3.8,NA,NA,NA,NA,NA,"서울 강동구 올림픽로 528","700명 이상 ~ 1000명 미만","1,370,027,866","10.91 % (80 명)","9.69 % (71 명)"
"187","아드반테스트코리아","제조/화학",3.8,NA,NA,NA,NA,NA,"충남 천안시 서북구 3공단6로 140","200명 이상 ~ 400명 미만","210,074,968","10.80 % (23 명)","7.51 % (16 명)"
"188","케이디비캐피탈","은행/금융업",3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","한국담배인삼공사","제조/화학",3.8,NA,NA,NA,NA,NA,"인천 계양구 경명대로 1011",NA,NA,NA,NA
"190","한국조세재정연구원","기관/협회",3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","현대자동차","제조/화학",3.8,NA,NA,NA,NA,NA,"서울 서초구 헌릉로 12","1,000명 이상","50,661,002,000","9.74 % (6678 명)","10.01 % (6868 명)"
"192","리플렉션","IT/웹/통신",3.8,NA,NA,NA,NA,NA,"서울 서초구 사임당로 171, 13층","40명 이상 ~ 70명 미만",NA,"167.86 % (47 명)","100.00 % (28 명)"
"193","도요엔지니어링코리아","제조/화학",3.8,NA,NA,NA,NA,NA,"서울 강남구 테헤란로37길 11","200명 이상 ~ 400명 미만","80,971,943","4.71 % (16 명)","6.18 % (21 명)"
"194","에너지경제연구원","기관/협회",3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","한국관광공사","기관/협회",3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","한국교육학술정보원","기관/협회",3.8,NA,NA,NA,NA,NA,"대구 동구 동내로 64","200명 이상 ~ 400명 미만",NA,"37.97 % (131 명)","35.07 % (121 명)"
"197","탈잉","IT/웹/통신",3.8,NA,NA,NA,NA,NA,"서울 강남구 테헤란로 625, 6층","70명 이상 ~ 100명 미만","50억원 ~ 100억원","145.45 % (80 명)","105.45 % (58 명)"
"198","동화약품","의료/제약/복지",3.8,NA,NA,NA,NA,NA,"서울 중구 남대문로9길 24, 6층-8층","700명 이상 ~ 1000명 미만","267,438,909","7.59 % (55 명)","8.41 % (61 명)"
"199","브이씨엔씨","IT/웹/통신",3.8,NA,NA,NA,NA,NA,"서울 성동구 왕십리로 83-21, 디타워동 3층","70명 이상 ~ 100명 미만","50억원 ~ 100억원","50.52 % (49 명)","60.82 % (59 명)"
"200","동서","제조/화학",3.8,NA,NA,NA,NA,NA,"서울 마포구 독막로 324","200명 이상 ~ 400명 미만","441,093,215","8.99 % (24 명)","9.36 % (25 명)"
"201","국회사무처","기관/협회",3.8,NA,NA,NA,NA,NA,"서울 영등포구 의사당대로 1","700명 이상 ~ 1000명 미만",NA,"46.09 % (430 명)","46.30 % (432 명)"
"202","데브시스터즈","IT/웹/통신",3.8,"[데브시스터즈] BI/DW Engineer","백엔드/서버개발DBASE(시스템엔지니어)네트워크빅데이터 외","경력 3년↑
학력무관","정규직
서울 강남구","홈페이지 지원
채용시
","서울 강남구 도산대로 327","200명 이상 ~ 400명 미만","71,251,403","122.50 % (196 명)","45.00 % (72 명)"
"203","데브시스터즈","IT/웹/통신",3.8,"[데브시스터즈] Business Data Analyst (경력)","데이터분석가빅데이터DWOLAPHadoop 외","경력 3년↑
학력무관","정규직
서울 강남구","홈페이지 지원
채용시
","서울 강남구 도산대로 327","200명 이상 ~ 400명 미만","71,251,403","122.50 % (196 명)","45.00 % (72 명)"
"204","인천교통공사","유통/무역/운송",3.8,NA,NA,NA,NA,NA,"인천 남동구 경인로 674","1,000명 이상","1000억원 ~ 5000억원","20.31 % (483 명)","11.27 % (268 명)"
"205","파이언넷","IT/웹/통신",3.8,NA,NA,NA,NA,NA,"서울 강서구 마곡동로 36","100명 이상 ~ 200명 미만","17,368,909","16.57 % (30 명)","11.05 % (20 명)"
"206","한국센서연구소","서비스업",3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","한국수출입은행","은행/금융업",3.8,NA,NA,NA,NA,NA,"서울 영등포구 은행로 38","1,000명 이상",NA,"20.06 % (248 명)","19.34 % (239 명)"
"208","한국엠에스디","의료/제약/복지",3.8,NA,NA,NA,NA,NA,"서울 중구 한강대로 416, 23층","400명 이상 ~ 700명 미만","484,677,547","10.83 % (56 명)","10.83 % (56 명)"
"209","지란지교시큐리티","IT/웹/통신",3.8,NA,NA,NA,NA,NA,"서울 강남구 역삼로 542, 5층 502호","100명 이상 ~ 200명 미만","24,593,734","13.61 % (20 명)","10.88 % (16 명)"
"210","쿡앱스","IT/웹/통신",3.8,NA,NA,NA,NA,NA,"경기 성남시 분당구 대왕판교로 660, B동 801호","100명 이상 ~ 200명 미만","38,293,801","38.10 % (48 명)","37.30 % (47 명)"
"211","피앰아이","기관/협회",3.8,NA,NA,NA,NA,NA,"서울 서초구 강남대로91길 16, 2층","40명 이상 ~ 70명 미만","50억원 ~ 100억원","53.85 % (28 명)","34.62 % (18 명)"
"212","교보증권","은행/금융업",3.8,NA,NA,NA,NA,NA,"서울 영등포구 의사당대로 97","700명 이상 ~ 1000명 미만",NA,"14.40 % (131 명)","7.47 % (68 명)"
"213","한국광해관리공단","기관/협회",3.8,NA,NA,NA,NA,NA,"강원 원주시 세계로 2","200명 이상 ~ 400명 미만",NA,"2.73 % (7 명)","101.56 % (260 명)"
"214","한국산업단지공단","건설업",3.8,NA,NA,NA,NA,NA,"대구 동구 첨단로 39","400명 이상 ~ 700명 미만","5000억 이상 ~","21.70 % (135 명)","20.74 % (129 명)"
"215","한국아이티진흥","IT/웹/통신",3.8,NA,NA,NA,NA,NA,"서울 영등포구 양평로21가길 19, B동 6층","70명 이상 ~ 100명 미만","35,322,923","31.00 % (31 명)","34.00 % (34 명)"
"216","비즈엠코리아웍스","교육업",3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","보성과학","유통/무역/운송",3.7,NA,NA,NA,NA,NA,"서울 구로구 디지털로32길 30, 408호","70명 이상 ~ 100명 미만","51,541,105","15.56 % (14 명)","13.33 % (12 명)"
"218","삼성전자","제조/화학",3.7,NA,NA,NA,NA,NA,"경기 수원시 영통구 삼성로 129","1,000명 이상","166,311,191,000","9.70 % (10449 명)","5.57 % (5993 명)"
"219","에스케이이엔에스","제조/화학",3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","유디피","IT/웹/통신",3.7,NA,NA,NA,NA,NA,"서울 강서구 마곡중앙1로 10, 717호","20명 이상 ~ 40명 미만","10,815,487","10.00 % (3 명)","6.67 % (2 명)"
"221","우리요","IT/웹/통신",3.7,NA,NA,NA,NA,NA,"전북 전주시 완산구 홍산남로 75, 601호, 602호","1명 이상 ~ 20명 미만","~ 5억원 이하","90.00 % (9 명)","120.00 % (12 명)"
"222","네오플","IT/웹/통신",3.7,"2022 네오플 공개채용","게임개발기술지원데이터분석가데이터엔지니어백엔드/서버개발 외","신입 · 경력
학력무관","정규직
제주 제주시","홈페이지 지원
~ 04/17
","제주 제주시 1100로 3198-13","1,000명 이상","891,048,590","16.46 % (159 명)","9.52 % (92 명)"
"223","삼성바이오로직스","의료/제약/복지",3.7,NA,NA,NA,NA,NA,"인천 연수구 송도바이오대로 300","1,000명 이상","1,164,776,874","34.83 % (1130 명)","9.93 % (322 명)"
"224","서울시교육청","기관/협회",3.7,NA,NA,NA,NA,NA,"서울 종로구 송월길 48","20명 이상 ~ 40명 미만",NA,"75.76 % (25 명)","60.61 % (20 명)"
"225","퍼블리시","IT/웹/통신",3.7,NA,NA,NA,NA,NA,"서울 영등포구 선유로49길 17, 5층","40명 이상 ~ 70명 미만",NA,"287.50 % (69 명)","116.67 % (28 명)"
"226","한국기업평가","서비스업",3.7,NA,NA,NA,NA,NA,"서울 영등포구 의사당대로 97","100명 이상 ~ 200명 미만","53,025,445","13.11 % (24 명)","12.02 % (22 명)"
"227","한국소비자원","기관/협회",3.7,NA,NA,NA,NA,NA,"충북 음성군 맹동면 용두로 54","400명 이상 ~ 700명 미만","100억원 ~ 500억원","21.22 % (108 명)","17.88 % (91 명)"
"228","한국토지주택공사","건설업",3.7,NA,NA,NA,NA,NA,"경남 진주시 충의로 19","1,000명 이상","5000억 이상 ~","8.92 % (851 명)","14.16 % (1351 명)"
"229","한화토탈","제조/화학",3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","제천국제음악영화제","미디어/디자인",3.7,NA,NA,NA,NA,NA,"충북 제천시 내토로 295","1명 이상 ~ 20명 미만","~ 5억원 이하","400.00 % (40 명)","380.00 % (38 명)"
"231","사노피아벤티스코리아","유통/무역/운송",3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","에어비앤비코리아","유통/무역/운송",3.7,NA,NA,NA,NA,NA,"서울 중구 삼일대로 343","40명 이상 ~ 70명 미만",NA,"66.67 % (22 명)","15.15 % (5 명)"
"233","티비더블유에이코리아","미디어/디자인",3.7,NA,NA,NA,NA,NA,"서울 강남구 도산대로 139","200명 이상 ~ 400명 미만","57,445,475","46.08 % (94 명)","32.84 % (67 명)"
"234","플루오린코리아","제조/화학",3.7,NA,NA,NA,NA,NA,"울산 울주군 온산읍 이진로 100","100명 이상 ~ 200명 미만","77,402,369","41.05 % (39 명)","9.47 % (9 명)"
"235","한국릴리","유통/무역/운송",3.7,NA,NA,NA,NA,NA,"서울 중구 후암로 98","200명 이상 ~ 400명 미만","162,758,984","15.94 % (33 명)","15.94 % (33 명)"
"236","한국쓰리엠","유통/무역/운송",3.7,"각 부문 신입/경력 모집 안내","DBAIT컨설팅SE(시스템엔지니어)데이터마이닝머신러닝 외","신입 · 경력
대학교(4년)↑","정규직
경기 화성시","홈페이지 지원
상시채용
","서울 영등포구 의사당대로 82","1,000명 이상","1,588,091,006","8.79 % (105 명)","8.12 % (97 명)"
"237","한국산지환경연구회","기관/협회",3.7,NA,NA,NA,NA,NA,"경기 남양주시 순화궁로 272, 715호","1명 이상 ~ 20명 미만","10억원 ~ 50억원","46.67 % (7 명)","46.67 % (7 명)"
"238","네이버커넥트","교육업",3.7,NA,NA,NA,NA,NA,"경기 성남시 분당구 불정로 6","20명 이상 ~ 40명 미만",NA,"0.00 % (0 명)","0.00 % (0 명)"
"239","삼성에버랜드","유통/무역/운송",3.7,NA,NA,NA,NA,NA,"서울 중구 세종대로 67",NA,NA,NA,NA
"240","정보통신산업진흥원","기관/협회",3.7,NA,NA,NA,NA,NA,"충북 진천군 덕산읍 정통로 10","400명 이상 ~ 700명 미만","5000억 이상 ~","27.25 % (118 명)","15.24 % (66 명)"
"241","패스트파이브","서비스업",3.7,"[FASTFIVE] 파이브클라우드팀 각 부문 매니저","네트워크빌링솔루션클라우드IaaS 외","경력무관
학력무관","정규직
서울 강남구","홈페이지 지원
~ 04/30
","서울 서초구 남부순환로333길 10, 2층,3층","100명 이상 ~ 200명 미만","60,740,624","1750.00 % (280 명)","162.50 % (26 명)"
"242","글락소스미스클라인","의료/제약/복지",3.7,NA,NA,NA,NA,NA,"서울 용산구 한강대로 92","400명 이상 ~ 700명 미만","333,431,119","12.77 % (54 명)","12.53 % (53 명)"
"243","더퍼스트인베스트먼트","은행/금융업",3.7,NA,NA,NA,NA,NA,"서울 금천구 가산디지털1로 168, B동 12층 1211호 1212호","20명 이상 ~ 40명 미만","100억원 ~ 500억원","44.44 % (28 명)","85.71 % (54 명)"
"244","부스트랩","제조/화학",3.7,NA,NA,NA,NA,NA,"서울 강남구 논현로102길 29-3",NA,NA,NA,NA
"245","새움소프트","IT/웹/통신",3.7,NA,NA,NA,NA,NA,"경기 안양시 만안구 안양천서로 93, 2층","1명 이상 ~ 20명 미만","5억원 ~ 10억원","73.33 % (11 명)","60.00 % (9 명)"
"246","오케이몰","IT/웹/통신",3.7,NA,NA,NA,NA,NA,"서울 중구 퇴계로 307, 15층","200명 이상 ~ 400명 미만","226,816,291","19.48 % (45 명)","25.54 % (59 명)"
"247","광주광역시도시철도공사","유통/무역/운송",3.7,NA,NA,NA,NA,NA,"광주 서구 상무대로 760","700명 이상 ~ 1000명 미만",NA,"18.39 % (158 명)","16.76 % (144 명)"
"248","나이스정보통신","IT/웹/통신",3.7,NA,NA,NA,NA,NA,"서울 영등포구 은행로 17","200명 이상 ~ 400명 미만","208,781,230","19.19 % (38 명)","11.11 % (22 명)"
"249","대전도시공사","건설업",3.7,NA,NA,NA,NA,NA,"대전 중구 중앙로 118","400명 이상 ~ 700명 미만","1000억원 ~ 5000억원","29.69 % (274 명)","74.11 % (684 명)"
"250","인텔코리아","유통/무역/운송",3.7,NA,NA,NA,NA,NA,"서울 영등포구 의사당대로 82","200명 이상 ~ 400명 미만","69,983,515","25.65 % (49 명)","17.28 % (33 명)"
"251","제너시스템즈","IT/웹/통신",3.7,NA,NA,NA,NA,NA,"서울 강남구 강남대로84길 33, 1034호",NA,NA,NA,NA
"252","한국자산관리공사","은행/금융업",3.7,NA,NA,NA,NA,NA,"부산 남구 문현금융로 40","1,000명 이상",NA,"18.84 % (328 명)","15.91 % (277 명)"
"253","손해보험협회","기관/협회",3.7,NA,NA,NA,NA,NA,"서울 종로구 종로5길 68","100명 이상 ~ 200명 미만",NA,"4.90 % (7 명)","7.69 % (11 명)"
