"","unlist.company.","unlist.industry.","unlist.TPoint."
"5640","비앤빛강남밝은세상안과","의료/제약/복지","2.9"
"5641","비엔스틸라(주)","제조/화학","2.1"
"5642","삼영기계(주)","제조/화학","2.3"
"5643","센코(주)","제조/화학","2.3"
"5644","소프트원(주)","IT/웹/통신","2.5"
"5645","송월타올수건이야기(주)","IT/웹/통신","2.3"
"5646","스틸플라워(주)","제조/화학","2.6"
"5647","신라명과(주)","제조/화학","2.6"
"5648","신화국제(주)","미디어/디자인","2.3"
"5649","썬화인글로벌(주)","제조/화학","2.1"
"5650","아토리서치(주)","IT/웹/통신","2.4"
"5651","아트서비스(주)","미디어/디자인","2.8"
"5652","양재미디어(주)","IT/웹/통신","2.3"
"5653","에브리데이해피(주)","제조/화학","4.0"
"5654","에스디옵틱스(주)","제조/화학","2.4"
"5655","엔텍이앤씨(주)","건설업","2.7"
"5656","온코퍼레이션(주)","유통/무역/운송","1.8"
"5657","위닉스정보(주)","IT/웹/통신","1.8"
"5658","유라테크(주)","제조/화학","2.9"
"5659","유양산전(주)","제조/화학","2.1"
"5660","이노포스커뮤니케이션즈(주)","IT/웹/통신","1.8"
"5661","이룸코리아(주)","유통/무역/운송","1.9"
"5662","인제대학교상계백병원","은행/금융업","2.6"
"5663","인터아이디(주)","건설업","1.7"
"5664","인포마크(주)","제조/화학","2.6"
"5665","자우미디어(주)","IT/웹/통신","2.6"
"5666","전자조달연구원(주)","IT/웹/통신","1.9"
"5667","정원엔시스(주)","IT/웹/통신","2.1"
"5668","제노이드(주)","IT/웹/통신","2.4"
"5669","케이씨코트렐(주)","제조/화학","3.4"
"5670","코디얼(주)","IT/웹/통신","2.0"
"5671","크로버(주)","제조/화학","2.2"
"5672","클럽데몬스트레이션서비스코리아(주)","기관/협회","1.3"
"5673","키즈노트(주)","IT/웹/통신","2.8"
"5674","태평양금속(주)","제조/화학","2.5"
"5675","트래포트(주)","IT/웹/통신","2.1"
"5676","티에스피(주)","제조/화학","2.1"
"5677","티에이나인(주)","IT/웹/통신","2.1"
"5678","포비스티앤씨(주)","유통/무역/운송","2.2"
"5679","포스코강판(주)","제조/화학","2.6"
"5680","하츠(주)","제조/화학","3.2"
"5681","한국로봇융합연구원","기관/협회","3.2"
"5682","한국생산성본부인증원(주)","서비스업","3.3"
"5683","한국엔지니어링플라스틱(주)","제조/화학","3.5"
"5684","한국정보시스템","IT/웹/통신","2.9"
"5685","한국철강(주)","제조/화학","3.8"
"5686","한국청정음료(주)","제조/화학","1.8"
"5687","한빛미디어(주)","미디어/디자인","3.2"
"5688","한올나래(주)","제조/화학","1.9"
"5689","해운대그랜드호텔(주)","서비스업","3.0"
"5690","홍익병원","의료/제약/복지","2.2"
"5691","흥일기업(주)","제조/화학","2.0"
"5692","(사)제이에이코리아","교육업","3.0"
"5693","(사)제천국제음악영화제","미디어/디자인","3.7"
"5694","(유)케이에스넷플러스","서비스업","2.1"
"5695","(재)한국국제문화교류진흥원","미디어/디자인","2.6"
"5696","(주)경화상사","유통/무역/운송","1.9"
"5697","(주)광명전기","제조/화학","2.7"
"5698","(주)구츠","제조/화학","1.8"
"5699","(주)기영에프앤비","유통/무역/운송","3.0"
"5700","(주)다도글로벌","기관/협회","1.4"
"5701","(주)대한민국맛집","미디어/디자인","1.8"
"5702","(주)더커머스","IT/웹/통신","3.3"
"5703","(주)미셸푸드","유통/무역/운송","2.4"
"5704","(주)비더블유에스텍","서비스업","2.1"
"5705","(주)서울기업금융서비스","은행/금융업","2.1"
"5706","(주)셀메이트","IT/웹/통신","4.2"
"5707","(주)소프트웨어인라이프","IT/웹/통신","2.2"
"5708","(주)수산씨에스엠","제조/화학","2.5"
"5709","(주)아시아비엔씨","유통/무역/운송","3.1"
"5710","(주)에이디티","제조/화학","2.4"
"5711","(주)에프앤디파트너","기관/협회","2.4"
"5712","(주)에프엑스기어","IT/웹/통신","2.3"
"5713","(주)엘유티","제조/화학","2.7"
"5714","(주)웅진북센","유통/무역/운송","2.3"
"5715","(주)위픽코퍼레이션","미디어/디자인","3.6"
"5716","(주)이지로보틱스","IT/웹/통신","3.3"
"5717","(주)지엔히어링코리아","유통/무역/운송","2.4"
"5718","(주)탑앤스카우트","서비스업","3.6"
"5719","(주)티모넷","IT/웹/통신","2.8"
"5720","(주)패션고코리아","IT/웹/통신","2.4"
"5721","(주)피오디커뮤니케이션즈","서비스업","2.6"
"5722","(주)핫셀러","IT/웹/통신","4.5"
"5723","건국대학교건국유업건국햄","제조/화학","3.0"
"5724","경기고속(주)","유통/무역/운송","1.8"
"5725","경기관광공사","기관/협회","3.1"
"5726","공영디비엠(주)","IT/웹/통신","1.6"
"5727","농협금융지주(주)","은행/금융업","3.4"
"5728","다이텍연구원","기관/협회","3.4"
"5729","대방산업개발(주)","건설업","3.5"
"5730","대원세무법인","기관/협회","2.6"
"5731","데이셀코스메틱(주)","제조/화학","1.7"
"5732","델파이코리아(유)","제조/화학","3.1"
"5733","동아건설산업(주)","건설업","2.5"
"5734","동양산업(주)","제조/화학","1.9"
"5735","럽디(주)","IT/웹/통신","2.8"
"5736","레미코리아(유)","제조/화학","2.6"
"5737","미래신용정보(주)","은행/금융업","2.5"
"5738","바이어스코퍼레이션(주)","미디어/디자인","1.9"
"5739","범일정보(주)","IT/웹/통신","2.6"
"5740","벡톤디킨슨코리아(주)","제조/화학","3.4"
"5741","부산관광공사","서비스업","3.4"
"5742","비앤에프테크놀로지(주)","IT/웹/통신","3.2"
"5743","빌포스트(주)","IT/웹/통신","2.4"
"5744","사이버이메지네이션(주)","IT/웹/통신","2.8"
"5745","센트랄모텍(주)","제조/화학","3.2"
"5746","스투트가르트스포츠카(주)","유통/무역/운송","3.1"
"5747","신광정공(주)","제조/화학","2.2"
"5748","신한종합건설(주)","건설업","2.8"
"5749","신흥정밀","제조/화학","1.9"
"5750","써브감정평가법인(주)","건설업","1.8"
"5751","씨앤피차앤박화장품(주)","제조/화학","2.6"
"5752","아세아시멘트(주)","제조/화학","3.5"
"5753","아슈리온코리아(유)","은행/금융업","3.3"
"5754","아키타입컴퍼니(주)","미디어/디자인","4.1"
"5755","앤스코(주)","제조/화학","2.4"
"5756","에스씨지직무전문성연구소(주)","교육업","2.9"
"5757","에프에이솔루션(주)","IT/웹/통신","2.9"
"5758","엔시큐어(주)","IT/웹/통신","2.9"
"5759","엘지엠엠에이(주)","제조/화학","2.9"
"5760","엠엠케이커뮤니케이션즈(주)","서비스업","2.6"
"5761","엠피씨파트너스(주)","서비스업","2.4"
"5762","여성인력개발센터","기관/협회","2.1"
"5763","연이정보통신(주)","제조/화학","1.8"
"5764","영국전자(주)","제조/화학","1.7"
"5765","영림화학(주)","유통/무역/운송","2.4"
"5766","옥토끼이미징(주)","제조/화학","2.1"
"5767","와이에이치교역(주)","제조/화학","2.2"
"5768","유피케미칼(주)","제조/화학","2.7"
"5769","이목커뮤니케이션즈(주)","기관/협회","1.8"
"5770","이지위드(주)","IT/웹/통신","3.0"
"5771","정동화장품(주)","유통/무역/운송","2.6"
"5772","제이더블유티애드벤처(주)","미디어/디자인","2.7"
"5773","존슨콘트롤즈코리아(유)","건설업","2.4"
"5774","코오롱모터스(주)","유통/무역/운송","3.1"
"5775","코위버(주)","제조/화학","2.9"
"5776","코히런트아시아한국지사(주)","유통/무역/운송","2.9"
"5777","크리섹터(주)","미디어/디자인","2.8"
"5778","태양기전(주)","제조/화학","2.2"
"5779","토이인터랙티브(주)","미디어/디자인","2.6"
"5780","펀진(주)","IT/웹/통신","2.5"
"5781","포스코티엠씨(주)","제조/화학","2.4"
"5782","플랜티넷(주)","IT/웹/통신","2.6"
"5783","하이리빙(주)","유통/무역/운송","2.6"
"5784","하이코리아(주)","제조/화학","2.3"
"5785","한국개발전략연구소(사)","기관/협회","2.2"
"5786","한국게이츠(주)","제조/화학","3.4"
"5787","한국계측기기연구센터","제조/화학","1.9"
"5788","한국광고총연합회(사)","기관/협회","2.5"
"5789","한국도박문제관리센터","기관/협회","2.2"
"5790","한국도키멕(주)","유통/무역/운송","3.3"
"5791","한국에이엔디(주)","유통/무역/운송","2.8"
"5792","한국조명연구원","기관/협회","2.6"
"5793","한국캐피탈(주)","은행/금융업","3.0"
"5794","한국타이어월드와이드(주)","기관/협회","2.7"
"5795","한국태양유전(주)","제조/화학","2.6"
"5796","화승네트웍스(주)","유통/무역/운송","2.8"
"5797","(주)나우테크","제조/화학","2.1"
"5798","(주)대성미생물연구소","의료/제약/복지","2.3"
"5799","(주)디비메탈","제조/화학","2.5"
"5800","(주)라파스","제조/화학","2.8"
"5801","(주)브이티피엘","제조/화학","3.1"
"5802","(주)비나우","제조/화학","3.1"
"5803","(주)비티씨커뮤니케이션즈","미디어/디자인","2.9"
"5804","(주)시그넷이브이","제조/화학","2.1"
"5805","(주)아이티엔티","제조/화학","2.5"
"5806","(주)아이티키","IT/웹/통신","2.9"
"5807","(주)애즈랜드","미디어/디자인","2.0"
"5808","(주)여성신문사","미디어/디자인","2.0"
"5809","(주)우전메디칼","유통/무역/운송","2.7"
"5810","(주)원에스티","제조/화학","1.9"
"5811","(주)윈큐브마케팅","서비스업","2.9"
"5812","(주)이수시스템","IT/웹/통신","3.6"
"5813","(주)일신비츠온","유통/무역/운송","2.5"
"5814","(주)장민이엔씨","건설업","3.2"
"5815","(주)젬백스&카엘","제조/화학","2.1"
"5816","(주)조은저축은행","은행/금융업","2.1"
"5817","(주)주연테크","IT/웹/통신","2.5"
"5818","(주)지오소프트","IT/웹/통신","1.9"
"5819","(주)캠퍼스멘토","교육업","3.3"
"5820","(주)케이엔유","유통/무역/운송","2.5"
"5821","(주)퀀타매트릭스","의료/제약/복지","2.1"
"5822","(주)클루커스","IT/웹/통신","4.1"
"5823","(주)페렌벨","제조/화학","3.8"
"5824","(주)프로븐","미디어/디자인","2.4"
"5825","(주)플레이팅","IT/웹/통신","1.9"
"5826","(주)필웨이","유통/무역/운송","3.8"
"5827","경방(주) 타임스퀘어","유통/무역/운송","2.9"
"5828","넥스트페이퍼엠앤씨(주)","미디어/디자인","1.5"
"5829","뉴에라캡코리아(유)","유통/무역/운송","2.3"
"5830","다원아이디앤씨(주)","건설업","2.5"
"5831","다홍엔지니프(주)","유통/무역/운송","2.2"
"5832","대한감정평가법인(주)","건설업","2.7"
"5833","대한체육회(사)","기관/협회","3.1"
"5834","레푸인터내셔널(주)","제조/화학","1.5"
"5835","매크로매트릭스(주)","미디어/디자인","2.8"
"5836","모임스톤(주)","제조/화학","2.8"
"5837","빅픽처인터렉티브(주)","교육업","3.4"
"5838","삼보판지(주)","제조/화학","2.5"
"5839","삼성경제연구소(주)","기관/협회","4.3"
"5840","삼정시계(주)","유통/무역/운송","2.3"
"5841","성우테크론(주)","제조/화학","2.5"
"5842","센텀소프트(주)","IT/웹/통신","2.0"
"5843","소닉스(주)","제조/화학","2.1"
"5844","소프트아이텍(주)","IT/웹/통신","2.5"
"5845","신라엔지니어링(주)","제조/화학","2.8"
"5846","씨씨알(주)","IT/웹/통신","2.0"
"5847","아이캔매니지먼트(주)","IT/웹/통신","2.8"
"5848","알이비파트너스(주)","기관/협회","2.5"
"5849","에르메스코리아(유)","유통/무역/운송","3.0"
"5850","에스피에스(주)","제조/화학","2.4"
"5851","에쓰오씨소프트(주)","IT/웹/통신","2.3"
"5852","엑스엔시스템즈(주)","IT/웹/통신","2.7"
"5853","엔파인(주)","IT/웹/통신","3.1"
"5854","영우씨엔아이(주)","IT/웹/통신","2.1"
"5855","오비오(주)","제조/화학","2.5"
"5856","오피엠에스(주)","미디어/디자인","2.5"
"5857","와이에이치데이타베이스(주)","IT/웹/통신","2.3"
"5858","원트리즈뮤직(주)","IT/웹/통신","2.4"
"5859","위니웍스(주)","IT/웹/통신","1.6"
"5860","위드피아노(주)","교육업","2.3"
"5861","위본건설(주)","건설업","2.3"
"5862","윈포넷(주)","제조/화학","2.3"
"5863","유누스(주)","IT/웹/통신","2.5"
"5864","유디피(주)","IT/웹/통신","3.7"
"5865","유학피플(주)","교육업","3.1"
"5866","이넬화장품(주)","제조/화학","2.6"
"5867","이우소프트(주)","IT/웹/통신","2.0"
"5868","인싸이트그룹(주)","기관/협회","2.8"
"5869","제삼영상(주)","미디어/디자인","2.5"
"5870","조양국제종합물류(주)","유통/무역/운송","2.3"
"5871","카렉스(주)","유통/무역/운송","1.6"
"5872","캠프모바일","IT/웹/통신","3.9"
"5873","케이비엠(주)","제조/화학","2.8"
"5874","키스트론(주)","제조/화학","2.0"
"5875","티오이십일(주)","IT/웹/통신","2.9"
"5876","티온네트워크(주)","IT/웹/통신","2.9"
"5877","퍼시픽호텔(주)","서비스업","2.4"
"5878","한국건강기능식품협회","제조/화학","3.2"
"5879","한국교원연수원(주)","교육업","2.2"
"5880","한국법제연구원","기관/협회","2.9"
"5881","한국소프트웨어산업협회","기관/협회","3.0"
"5882","한국캐봇마이크로일렉트로닉스(유)","제조/화학","2.6"
"5883","한국파렛트풀(주)","서비스업","2.5"
"5884","한국후지공업(주)","제조/화학","2.7"
"5885","훌루테크(주)","제조/화학","2.6"
"5886","휴먼메디텍(주)","제조/화학","2.0"
"5887","(주)가민정보시스템","IT/웹/통신","2.7"
"5888","(주)나라코퍼레이션","제조/화학","1.8"
"5889","(주)나비타월드","유통/무역/운송","2.4"
"5890","(주)단해","제조/화학","1.7"
"5891","(주)달콤소프트","IT/웹/통신","3.1"
"5892","(주)델리팜","유통/무역/운송","2.7"
"5893","(주)동양에이.케이코리아","제조/화학","1.6"
"5894","(주)레전더리스","IT/웹/통신","2.7"
"5895","(주)로드컴플릿","IT/웹/통신","3.2"
"5896","(주)마제스타지","미디어/디자인","2.6"
"5897","(주)모코엠시스","IT/웹/통신","3.7"
"5898","(주)미로","제조/화학","2.9"
"5899","(주)브이더블유","IT/웹/통신","2.3"
"5900","(주)비츠로넥스텍","제조/화학","2.8"
"5901","(주)센드버드코리아","IT/웹/통신","4.4"
"5902","(주)수젠텍","의료/제약/복지","3.1"
"5903","(주)심팩메탈","제조/화학","2.5"
"5904","(주)씨앤아이테크놀로지","제조/화학","2.1"
"5905","(주)액트","제조/화학","2.3"
"5906","(주)에스와이제이","제조/화학","1.6"
"5907","(주)에이디테크놀로지","제조/화학","3.0"
"5908","(주)에이치씨인포","IT/웹/통신","2.4"
"5909","(주)엔피","서비스업","2.5"
"5910","(주)엠아이텍","제조/화학","2.6"
"5911","(주)영광","제조/화학","2.4"
"5912","(주)영구크린","서비스업","2.6"
"5913","(주)이글벳","의료/제약/복지","2.0"
"5914","(주)이도","서비스업","3.1"
"5915","(주)이스터씨앤아이","미디어/디자인","3.6"
"5916","(주)잉크와오피스","IT/웹/통신","2.9"
"5917","(주)자이트솔루션","IT/웹/통신","2.9"
"5918","(주)장원테크","제조/화학","2.3"
"5919","(주)전주페이퍼","제조/화학","3.1"
"5920","(주)조은세이프","서비스업","2.4"
"5921","(주)진이어스","서비스업","2.9"
"5922","(주)참좋은인터넷","IT/웹/통신","2.0"
"5923","(주)카이스","유통/무역/운송","2.5"
"5924","(주)컨슈머인사이트","기관/협회","3.4"
"5925","(주)케이이씨씨","미디어/디자인","1.9"
"5926","(주)타임게이트","IT/웹/통신","3.1"
"5927","(주)하누리티엔","IT/웹/통신","1.9"
"5928","(주)한수","제조/화학","3.2"
"5929","(주)한위드정보기술","IT/웹/통신","2.1"
"5930","(주)힘펠","제조/화학","1.9"
"5931","가온파트너스(주)","기관/협회","2.5"
"5932","경동흥업(주)","제조/화학","1.8"
"5933","고려전선(주)","제조/화학","2.3"
"5934","기분좋은커뮤니케이션(주)","IT/웹/통신","2.2"
